motif	ntarget_hits	nrandom_hits	Posison.Test	max.class	max.FC	Poison.Test.P.value	Q1	Median	Q3	IQR	Outlier	max.peak	peak.IQR.ratio	peak.Test
ZNF284_2.motif	557	542	Not-Overlapped	NA	NA	0.679087764270681	NA	NA	NA	NA	NA	NA	NA	NA
ZNF286A_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF286B_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF287_1.motif	3	13	Not-Overlapped	NA	NA	0.307257113554785	NA	NA	NA	NA	NA	NA	NA	NA
ZNF287_2.motif	5	3	Not-Overlapped	NA	NA	0.272413523357851	NA	NA	NA	NA	NA	NA	NA	NA
ZNF292_1.motif	10030	10000	Not-Overlapped	NA	NA	0.863510030108611	NA	NA	NA	NA	NA	NA	NA	NA
ZNF296_1.motif	24863	24344	Not-Overlapped	NA	NA	0.999897583510375	NA	NA	NA	NA	NA	NA	NA	NA
ZNF296_2.motif	12529	12061	Not-Overlapped	NA	NA	0.946557120196743	NA	NA	NA	NA	NA	NA	NA	NA
ZNF300_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF30_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF302_1.motif	46	57	Not-Overlapped	NA	NA	0.356895098095085	NA	NA	NA	NA	NA	NA	NA	NA
ZNF30_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF304_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF311_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF316_1.motif	3	4	Not-Overlapped	NA	NA	0.276692269798026	NA	NA	NA	NA	NA	NA	NA	NA
ZNF316_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF317_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF319_1.motif	705	730	Not-Overlapped	NA	NA	0.879873585135537	NA	NA	NA	NA	NA	NA	NA	NA
ZNF319_2.motif	362	393	Not-Overlapped	NA	NA	0.518530495320593	NA	NA	NA	NA	NA	NA	NA	NA
ZNF319_6.motif	10436	10311	Not-Overlapped	NA	NA	0.902206878937277	NA	NA	NA	NA	NA	NA	NA	NA
ZNF3_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF320_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF32_1.Infer.motif	7481	8233	Not-Overlapped	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ZNF322_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF324_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF324B_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF329_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF331_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF333_1.motif	1175	1165	Not-Overlapped	NA	NA	0.795918207192659	NA	NA	NA	NA	NA	NA	NA	NA
ZNF334_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF334_2.motif	13	22	Not-Overlapped	NA	NA	0.326223602045821	NA	NA	NA	NA	NA	NA	NA	NA
ZNF335_1.motif	4532	4426	Not-Overlapped	NA	NA	0.999999978825521	NA	NA	NA	NA	NA	NA	NA	NA
ZNF335_2.motif	6543	6637	Not-Overlapped	NA	NA	0.848766775826744	NA	NA	NA	NA	NA	NA	NA	NA
ZNF335_6.motif	2656	2811	Not-Overlapped	NA	NA	0.946971701844623	NA	NA	NA	NA	NA	NA	NA	NA
ZNF337_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF33A_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF33A_2.motif	12167	12310	Not-Overlapped	NA	NA	0.153307368526163	NA	NA	NA	NA	NA	NA	NA	NA
ZNF33B_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF33B_2.motif	720	727	Not-Overlapped	NA	NA	0.999599562336624	NA	NA	NA	NA	NA	NA	NA	NA
ZNF341_1.motif	47791	46391	Not-Overlapped	NA	NA	0.119454552558017	NA	NA	NA	NA	NA	NA	NA	NA
ZNF341_2.motif	165	167	Not-Overlapped	NA	NA	0.484327252547298	NA	NA	NA	NA	NA	NA	NA	NA
ZNF341_3.motif	7192	6547	Not-Overlapped	NA	NA	0.448327045840276	NA	NA	NA	NA	NA	NA	NA	NA
ZNF34_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF343_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF345_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF347_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF347_2.motif	10	9	Not-Overlapped	NA	NA	0.288788106729088	NA	NA	NA	NA	NA	NA	NA	NA
ZNF350_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF35_1.Infer.motif	104622	103533	Not-Overlapped	NA	NA	0.00486834218879334	NA	NA	NA	NA	NA	NA	NA	NA
ZNF354A_1.motif	889	944	Not-Overlapped	NA	NA	0.540115525343632	NA	NA	NA	NA	NA	NA	NA	NA
ZNF354A_2.motif	684	741	Not-Overlapped	NA	NA	0.708461878697562	NA	NA	NA	NA	NA	NA	NA	NA
ZNF354A_3.motif	99	93	Not-Overlapped	NA	NA	0.530038661994978	NA	NA	NA	NA	NA	NA	NA	NA
ZNF354B_1.motif	1958	2039	Not-Overlapped	NA	NA	0.999787585714936	NA	NA	NA	NA	NA	NA	NA	NA
ZNF354B_2.motif	684	741	Not-Overlapped	NA	NA	0.708461878697562	NA	NA	NA	NA	NA	NA	NA	NA
ZNF354B_3.motif	238	243	Not-Overlapped	NA	NA	0.498568146522859	NA	NA	NA	NA	NA	NA	NA	NA
ZNF354C_1.motif	11541	11987	Not-Overlapped	NA	NA	0.999965442228337	NA	NA	NA	NA	NA	NA	NA	NA
ZNF358_1.motif	1	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF362_1.motif	5629	5478	Not-Overlapped	NA	NA	0.000470357432267697	NA	NA	NA	NA	NA	NA	NA	NA
ZNF366_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF37A_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF382_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF383_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF384_1.motif	11728	11196	Not-Overlapped	NA	NA	0.259003995054727	NA	NA	NA	NA	NA	NA	NA	NA
ZNF391_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF394_1.motif	435	435	Not-Overlapped	NA	NA	0.608783668004309	NA	NA	NA	NA	NA	NA	NA	NA
ZNF394_2.motif	314	334	Not-Overlapped	NA	NA	0.967235337587756	NA	NA	NA	NA	NA	NA	NA	NA
ZNF396_1.motif	868	841	Not-Overlapped	NA	NA	0.025460978788398	NA	NA	NA	NA	NA	NA	NA	NA
ZNF397_1.motif	3762	3779	Not-Overlapped	NA	NA	0.999979879000012	NA	NA	NA	NA	NA	NA	NA	NA
ZNF397_2.motif	1	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
ZNF398_1.motif	10	8	Not-Overlapped	NA	NA	0.285666073142827	NA	NA	NA	NA	NA	NA	NA	NA
ZNF404_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF407_10.motif	621	642	Not-Overlapped	NA	NA	0.661137270675676	NA	NA	NA	NA	NA	NA	NA	NA
ZNF407_1.motif	2589	2627	Not-Overlapped	NA	NA	0.629533897721326	NA	NA	NA	NA	NA	NA	NA	NA
ZNF407_4.motif	62928	64977	Not-Overlapped	NA	NA	0.416418007898335	NA	NA	NA	NA	NA	NA	NA	NA
ZNF407_5.motif	49340	48815	Not-Overlapped	NA	NA	0.00289080968370263	NA	NA	NA	NA	NA	NA	NA	NA
ZNF407_6.motif	128702	128970	Not-Overlapped	NA	NA	0.999983739687133	NA	NA	NA	NA	NA	NA	NA	NA
ZNF407_7.motif	32322	33673	Not-Overlapped	NA	NA	0.999999989690598	NA	NA	NA	NA	NA	NA	NA	NA
ZNF408_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF410_1.motif	0	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
ZNF41_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF415_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF416_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF417_1.motif	2439	2331	Not-Overlapped	NA	NA	0.999952391893984	NA	NA	NA	NA	NA	NA	NA	NA
ZNF417_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF418_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF418_2.motif	10531	11926	Not-Overlapped	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ZNF419_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF420_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF423_1.motif	3	5	Not-Overlapped	NA	NA	0.278148544902227	NA	NA	NA	NA	NA	NA	NA	NA
ZNF425_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426_1.motif	140	159	Not-Overlapped	NA	NA	0.865785650301129	NA	NA	NA	NA	NA	NA	NA	NA
ZNF426_2.motif	142	142	Not-Overlapped	NA	NA	0.349136509006062	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429_1.motif	3	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
ZNF429_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF430_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF431_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF432_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF432_2.motif	12775	13180	Not-Overlapped	NA	NA	0.719004757376454	NA	NA	NA	NA	NA	NA	NA	NA
ZNF43_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF433_1.motif	90	75	Not-Overlapped	NA	NA	0.663680614849343	NA	NA	NA	NA	NA	NA	NA	NA
ZNF433_2.motif	4847	4846	Not-Overlapped	NA	NA	0.999785371634327	NA	NA	NA	NA	NA	NA	NA	NA
ZNF436_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF438_1.motif	37287	40029	Not-Overlapped	NA	NA	0.999999999998994	NA	NA	NA	NA	NA	NA	NA	NA
ZNF439_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF440_1.motif	2684	2613	Not-Overlapped	NA	NA	0.744080655158651	NA	NA	NA	NA	NA	NA	NA	NA
ZNF441_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF44_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF442_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF443_1.motif	13	5	Not-Overlapped	NA	NA	0.272413523357851	NA	NA	NA	NA	NA	NA	NA	NA
ZNF443_2.motif	67	58	Not-Overlapped	NA	NA	0.250941865848107	NA	NA	NA	NA	NA	NA	NA	NA
ZNF444_1.motif	6495	5968	Not-Overlapped	NA	NA	0.116272542636155	NA	NA	NA	NA	NA	NA	NA	NA
ZNF444_2.motif	12866	12311	Not-Overlapped	NA	NA	0.00545880428597164	NA	NA	NA	NA	NA	NA	NA	NA
ZNF445_1.motif	422	472	Not-Overlapped	NA	NA	0.83313217593131	NA	NA	NA	NA	NA	NA	NA	NA
ZNF445_2.motif	6856	6552	Not-Overlapped	NA	NA	0.484266098071084	NA	NA	NA	NA	NA	NA	NA	NA
ZNF445_3.motif	103471	106198	Not-Overlapped	NA	NA	0.999999509803155	NA	NA	NA	NA	NA	NA	NA	NA
ZNF445_6.motif	5264	4917	Not-Overlapped	NA	NA	0.00805326342868691	NA	NA	NA	NA	NA	NA	NA	NA
ZNF446_1.motif	76847	71244	Not-Overlapped	NA	NA	0.0795707456869925	NA	NA	NA	NA	NA	NA	NA	NA
ZNF449_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF45_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF460_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF461_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF467_1.motif	61	44	Not-Overlapped	NA	NA	0.391468322454986	NA	NA	NA	NA	NA	NA	NA	NA
ZNF467_2.motif	15	13	Not-Overlapped	NA	NA	0.301989848750989	NA	NA	NA	NA	NA	NA	NA	NA
ZNF468_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF469_1.motif	19745	20632	Not-Overlapped	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ZNF470_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF471_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF479_1.motif	243	249	Not-Overlapped	NA	NA	0.942178501798287	NA	NA	NA	NA	NA	NA	NA	NA
ZNF479_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF480_1.motif	812	732	Not-Overlapped	NA	NA	0.999143358789225	NA	NA	NA	NA	NA	NA	NA	NA
ZNF480_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF48_1.motif	52051	52037	Not-Overlapped	NA	NA	0.233262492020526	NA	NA	NA	NA	NA	NA	NA	NA
ZNF483_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF48_3.motif	34	54	Not-Overlapped	NA	NA	0.645645815532785	NA	NA	NA	NA	NA	NA	NA	NA
ZNF484_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF485_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF48_5.motif	5710	5787	Not-Overlapped	NA	NA	0.953254137367692	NA	NA	NA	NA	NA	NA	NA	NA
ZNF487_1.motif	23525	23801	Not-Overlapped	NA	NA	0.999983756747912	NA	NA	NA	NA	NA	NA	NA	NA
ZNF490_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF490_2.motif	19307	18826	Not-Overlapped	NA	NA	0.98572034351765	NA	NA	NA	NA	NA	NA	NA	NA
ZNF491_1.motif	2464	2342	Not-Overlapped	NA	NA	0.0748593404440126	NA	NA	NA	NA	NA	NA	NA	NA
ZNF491_2.motif	1153	1113	Not-Overlapped	NA	NA	0.880047710406435	NA	NA	NA	NA	NA	NA	NA	NA
ZNF492_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF493_1.motif	42815	42431	Not-Overlapped	NA	NA	0.999953624502518	NA	NA	NA	NA	NA	NA	NA	NA
ZNF493_2.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF493_5.motif	7864	7794	Not-Overlapped	NA	NA	0.957817583812856	NA	NA	NA	NA	NA	NA	NA	NA
ZNF497_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF500_1.motif	12	28	Not-Overlapped	NA	NA	0.615537979575297	NA	NA	NA	NA	NA	NA	NA	NA
ZNF501_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF502_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF506_1.motif	1	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF507_1.motif	21472	20803	Not-Overlapped	NA	NA	0.611984197662557	NA	NA	NA	NA	NA	NA	NA	NA
ZNF507_5.motif	85706	82492	Not-Overlapped	NA	NA	3.75133096572471e-05	NA	NA	NA	NA	NA	NA	NA	NA
ZNF510_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF513_1.motif	589	611	Not-Overlapped	NA	NA	0.249004883606962	NA	NA	NA	NA	NA	NA	NA	NA
ZNF513_2.motif	27	46	Not-Overlapped	NA	NA	0.388589878907523	NA	NA	NA	NA	NA	NA	NA	NA
ZNF514_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF516_1.motif	40949	39317	Not-Overlapped	NA	NA	0.207697337045708	NA	NA	NA	NA	NA	NA	NA	NA
ZNF516_2.motif	29068	28980	Not-Overlapped	NA	NA	0.999443707769046	NA	NA	NA	NA	NA	NA	NA	NA
ZNF517_1.motif	5	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF517_2.motif	479	452	Not-Overlapped	NA	NA	0.866598181434386	NA	NA	NA	NA	NA	NA	NA	NA
ZNF518B_1.motif	1170	1130	Not-Overlapped	NA	NA	0.0159697193152947	NA	NA	NA	NA	NA	NA	NA	NA
ZNF519_1.motif	0	1	Not-Overlapped	NA	NA	0.266910219855672	NA	NA	NA	NA	NA	NA	NA	NA
ZNF521_10.motif	1309	1193	Not-Overlapped	NA	NA	0.172495245598231	NA	NA	NA	NA	NA	NA	NA	NA
ZNF521_14.motif	5592	5856	Not-Overlapped	NA	NA	0.748874150801785	NA	NA	NA	NA	NA	NA	NA	NA
ZNF521_19.motif	15036	14982	Not-Overlapped	NA	NA	0.973259027375874	NA	NA	NA	NA	NA	NA	NA	NA
ZNF524_1.motif	9	22	Not-Overlapped	NA	NA	0.60611647988792	NA	NA	NA	NA	NA	NA	NA	NA
ZNF525_1.motif	3	8	Not-Overlapped	NA	NA	0.285666073142827	NA	NA	NA	NA	NA	NA	NA	NA
ZNF526_1.motif	2480	2433	Not-Overlapped	NA	NA	0.964894473665806	NA	NA	NA	NA	NA	NA	NA	NA
ZNF526_7.motif	797	785	Not-Overlapped	NA	NA	0.366963937765634	NA	NA	NA	NA	NA	NA	NA	NA
ZNF527_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF528_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF529_1.motif	17	5	Not-Overlapped	NA	NA	0.272413523357851	NA	NA	NA	NA	NA	NA	NA	NA
ZNF530_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF532_1.motif	32481	31183	Not-Overlapped	NA	NA	0.00165913320241076	NA	NA	NA	NA	NA	NA	NA	NA
ZNF532_2.motif	20226	19607	Not-Overlapped	NA	NA	0.868392992671437	NA	NA	NA	NA	NA	NA	NA	NA
ZNF534_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
ZNF536_1.motif	77755	74548	Not-Overlapped	NA	NA	0.00291346592322309	NA	NA	NA	NA	NA	NA	NA	NA
ZNF536_2.motif	49944	49364	Not-Overlapped	NA	NA	0.940140515590261	NA	NA	NA	NA	NA	NA	NA	NA
ZNF536_6.motif	22403	22360	Not-Overlapped	NA	NA	0.250445657445283	NA	NA	NA	NA	NA	NA	NA	NA
ZNF540_1.motif	0	0	Not-Overlapped	NA	NA	0.264241117657115	NA	NA	NA	NA	NA	NA	NA	NA
