prmtrID	iPS_DE_66h_rep1	iPS_DE_00h_rep1	iPS_DE_96h_rep1	iPS_DE_48h_rep1	iPS_DE_72h_rep1	iPS_DE_60h_rep1	iPS_DE_54h_rep1	iPS_DE_66h_rep2	iPS_DE_00h_rep2	iPS_DE_96h_rep2	iPS_DE_48h_rep2	iPS_DE_72h_rep2	iPS_DE_60h_rep2	iPS_DE_54h_rep2	iPS_DE_66h_rep3	iPS_DE_00h_rep3	iPS_DE_96h_rep3	iPS_DE_48h_rep3	iPS_DE_72h_rep3	iPS_DE_60h_rep3	iPS_DE_54h_rep3
cg06249753	0	0	0	0	0	115.92859	117.66090	0	0	0	0	0	0	0	125.20346	0	101.86411	0	113.81744	0	124.31626
cg06381587	2158.53220	0	569.04401	700.49034	1357.70235	1391.14306	470.64361	1039.50104	130.53126	1658.37479	1054.40742	963.04322	1342.28188	917.91240	1377.23801	0	1120.50525	770.67048	1251.99181	1218.62052	1118.84635
cg06461649	0	0	189.68134	0	0	0	0	129.93763	0	0	0	0	0	0	0	0	0	0	0	0	0
cg06520258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg06532789	0	0	0	0	104.43864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg06635832	0	229.22636	94.84067	0	0	0	117.66090	0	130.53126	110.55832	0	240.76080	134.22819	131.13034	0	253.19661	0	220.19157	227.63487	121.86205	124.31626
cg06713259	119.91846	573.06590	1043.24734	400.28020	835.50914	463.71435	0	259.87526	0	663.34992	421.76297	361.14121	134.22819	131.13034	500.81382	126.59830	1324.23347	0	1024.35693	0	124.31626
cg06763641	599.59228	0	0	100.07005	208.87728	0	0	129.93763	0	0	0	120.38040	134.22819	0	125.20346	0	0	0	0	0	124.31626
cg06806041	0	0	189.68134	0	104.43864	115.92859	0	0	0	221.11664	0	120.38040	402.68456	0	125.20346	0	305.59234	0	113.81744	121.86205	372.94878
cg07262620	2038.61374	0	284.52200	700.49034	1044.38642	2318.57176	1411.93082	2598.75260	130.53126	221.11664	1159.84817	1564.94523	2013.42282	1966.95515	1752.84838	0	814.91291	440.38313	682.90462	1462.34463	2486.32521
cg07428136	0	0	0	100.07005	0	0	117.66090	129.93763	0	0	0	0	0	0	125.20346	0	101.86411	0	0	121.86205	0
cg07499899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.09578	0	0	0
cg07843309	0	0	189.68134	0	0	0	0	129.93763	0	331.67496	0	240.76080	0	0	0	0	203.72823	0	227.63487	121.86205	124.31626
cg07938459	0	0	0	0	0	0	0	0	130.53126	0	0	0	0	0	0	126.59830	0	0	113.81744	0	0
cg08145798	0	229.22636	0	100.07005	0	115.92859	0	0	130.53126	110.55832	0	0	0	131.13034	125.20346	253.19661	203.72823	220.19157	0	0	124.31626
cg08491843	479.67382	0	189.68134	200.14010	313.31593	347.78576	470.64361	389.81289	261.06252	0	0	120.38040	134.22819	0	0	0	0	220.19157	227.63487	243.72410	0
cg08511886	239.83691	343.83954	379.36267	300.21015	417.75457	347.78576	117.66090	129.93763	130.53126	110.55832	316.32223	240.76080	134.22819	262.26069	375.61037	126.59830	203.72823	110.09578	113.81744	243.72410	248.63252
cg08573199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.31626
cg08573409	0	114.61318	0	0	104.43864	0	0	0	0	0	0	0	268.45638	131.13034	0	0	0	0	113.81744	0	124.31626
cg08591265	599.59228	0	474.20334	100.07005	208.87728	347.78576	0	129.93763	0	110.55832	0	120.38040	805.36913	0	375.61037	126.59830	203.72823	110.09578	682.90462	609.31026	497.26504
cg08697985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg08805158	959.34764	229.22636	474.20334	800.56039	835.50914	347.78576	705.96541	259.87526	391.59379	552.79160	738.08520	601.90201	805.36913	1180.17309	626.01728	126.59830	407.45645	990.86205	569.08718	121.86205	372.94878
cg08850922	0	0	0	0	0	0	0	0	261.06252	0	0	0	0	0	0	0	0	0	0	0	0
cg08895590	0	0	189.68134	0	0	0	0	0	0	110.55832	0	120.38040	0	0	0	0	203.72823	0	0	121.86205	124.31626
cg08975360	1558.93992	343.83954	569.04401	1100.77054	1775.45692	695.57153	823.62631	1039.50104	0	221.11664	1159.84817	722.28241	536.91275	655.65172	1752.84838	886.18813	305.59234	1100.95783	682.90462	1096.75847	1118.84635
cg09180564	0	0	0	0	104.43864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg09221924	0	0	0	0	0	0	117.66090	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg09309261	0	0	0	0	0	0	0	0	130.53126	0	0	0	0	0	0	0	0	0	0	0	0
cg09327847	12471.51937	16962.75072	8440.81942	21314.92044	12219.32115	16577.78808	20943.64043	15072.76507	18143.84545	8291.87396	22775.20034	11315.75779	20939.59732	20587.46394	10391.88682	15951.38625	7130.48793	22459.53980	12178.46574	18279.30782	18398.80656
cg09425247	0	114.61318	0	0	0	0	0	0	0	221.11664	0	0	0	0	0	0	0	0	0	121.86205	0
cg09574009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg09592121	34656.43363	55128.93983	37556.90440	42829.98099	40626.63185	35821.93369	36592.54030	30535.34304	59913.84937	40353.78662	43652.46731	37799.44625	33154.36242	34749.54104	34806.56066	62159.76706	41866.15056	41065.72718	41088.09470	37167.92591	33814.02287
cg09623010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg09723679	119.91846	229.22636	379.36267	100.07005	104.43864	347.78576	470.64361	519.75052	391.59379	331.67496	316.32223	481.52161	268.45638	131.13034	375.61037	126.59830	305.59234	330.28735	341.45231	609.31026	372.94878
cg09790325	0	0	0	0	0	115.92859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg09912512	0	0	0	0	0	115.92859	0	0	0	0	0	0	0	0	0	126.59830	0	0	0	0	0
cg10087448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg10093308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg10603156	119.91846	0	284.52200	100.07005	0	231.85718	0	0	261.06252	0	105.44074	0	134.22819	0	125.20346	126.59830	305.59234	0	0	121.86205	0
cg10605269	14390.21465	13982.80802	25322.45827	9406.58461	12428.19843	11476.93021	12001.41193	15592.51559	11486.75108	25981.20509	11282.15943	12880.70302	13154.36242	11670.60058	16026.04232	11900.24054	24752.97953	9798.52472	14568.63191	15354.61857	10939.83093
cg10671950	0	114.61318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg10828910	959.34764	229.22636	1043.24734	0	731.07050	231.85718	117.66090	0	130.53126	663.34992	105.44074	481.52161	671.14094	262.26069	751.22073	126.59830	203.72823	440.38313	1138.17437	365.58616	745.89756
cg10885779	119.91846	0	474.20334	0	104.43864	0	235.32180	0	0	442.23328	0	240.76080	0	0	125.20346	0	407.45645	0	0	0	0
cg11058691	0	0	0	0	0	0	0	0	0	0	105.44074	0	0	0	0	0	0	0	0	0	0
cg11259152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg11586360	239.83691	0	474.20334	0	522.19321	0	117.66090	389.81289	0	221.11664	0	481.52161	134.22819	131.13034	125.20346	0	305.59234	0	682.90462	243.72410	0
cg11610703	0	0	189.68134	0	0	0	0	129.93763	130.53126	0	105.44074	120.38040	268.45638	0	125.20346	126.59830	203.72823	0	0	243.72410	124.31626
cg11745838	36335.29200	45386.81948	83744.30956	25517.86250	38120.10444	25504.28936	26003.05918	40280.66528	47643.91072	89110.00553	26360.18558	40688.57590	26979.86577	24652.50459	35307.37448	47474.36384	86482.63217	30496.53198	46551.33166	28515.72020	25857.78220
cg11808745	0	0	0	0	0	0	0	0	0	0	0	120.38040	0	0	0	0	0	0	0	0	0
cg11846636	0	0	0	0	0	0	235.32180	0	0	0	0	0	134.22819	0	0	0	0	0	0	0	0
cg11969813	0	114.61318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.81744	0	0
cg11987802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg12059894	0	0	94.84067	0	0	347.78576	117.66090	0	0	110.55832	0	0	0	131.13034	250.40691	126.59830	101.86411	330.28735	341.45231	243.72410	0
cg12078931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.86205	0
cg12159464	479.67382	0	94.84067	300.21015	522.19321	463.71435	0	0	0	110.55832	210.88148	120.38040	536.91275	262.26069	0	126.59830	101.86411	110.09578	341.45231	365.58616	124.31626
cg12165841	0	0	0	0	0	0	0	0	130.53126	0	0	0	0	0	0	0	0	0	0	0	0
cg12286158	2158.53220	1260.74499	2086.49469	1801.26088	1044.38642	811.50012	1882.57442	2858.62786	913.71884	1768.93311	1687.05188	1203.80402	1744.96644	1573.56412	3004.88293	506.39321	1527.96170	1981.72410	1821.07899	1827.93078	870.21382
cg12349027	0	0	0	100.07005	0	0	0	0	0	0	105.44074	0	0	0	0	0	0	0	0	0	0
cg12548555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg12765567	42091.37786	36561.60458	37462.06373	40528.36986	41566.57963	41270.57732	34945.28768	40540.54054	36157.15964	35820.89552	40805.56727	39845.91309	39060.40268	37503.27826	39313.88506	35827.31991	39115.81950	39304.19465	39153.19827	37777.23617	37667.82695
cg12938068	239.83691	114.61318	0	100.07005	313.31593	115.92859	470.64361	129.93763	261.06252	331.67496	316.32223	361.14121	536.91275	131.13034	626.01728	759.58982	203.72823	0	569.08718	609.31026	372.94878
cg12968741	100851.42103	58911.17479	81088.77086	95767.03693	73838.12010	85787.15511	91893.16390	101091.47609	63829.78723	83250.41459	102699.28300	80293.72818	103489.93289	86939.41778	105045.69926	64944.92974	90557.19670	102499.17428	82745.27658	106507.43359	74962.70512
cg13235761	2278.45065	3209.16905	16502.27618	2401.68118	4804.17755	1738.92882	2353.21803	2598.75260	1957.96893	18684.35600	2214.25559	3491.03166	1610.73826	1442.43378	3380.49330	2911.76098	15687.07344	2312.01145	4552.69747	1827.93078	2983.59025
cg13430534	0	0	94.84067	0	0	0	0	0	0	110.55832	0	0	0	0	0	0	0	0	0	0	0
cg13557337	119.91846	0	0	0	0	0	0	259.87526	0	0	210.88148	0	134.22819	0	0	0	0	0	0	121.86205	0
cg13739312	119.91846	114.61318	189.68134	0	0	0	0	129.93763	0	221.11664	0	0	0	131.13034	0	0	101.86411	0	0	0	0
cg13880598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg14087697	479.67382	2177.65043	379.36267	900.63044	313.31593	579.64294	823.62631	909.56341	652.65631	331.67496	843.52594	601.90201	0	786.78206	250.40691	1519.17964	101.86411	550.47892	341.45231	243.72410	870.21382
cg14093252	239.83691	0	284.52200	100.07005	208.87728	115.92859	0	0	0	1547.81647	210.88148	120.38040	134.22819	0	250.40691	0	1324.23347	0	227.63487	121.86205	124.31626
cg14172482	108885.95755	89512.89398	133915.02276	104573.20124	113524.80418	110479.94435	109542.29909	114864.86486	88239.13327	135544.49972	114824.96837	118815.45684	111275.16779	109231.57619	107549.76837	100772.24965	135377.40654	105031.37730	117801.04712	105166.95101	99080.05967
cg14228830	0	114.61318	0	400.28020	104.43864	0	470.64361	129.93763	130.53126	0	0	0	268.45638	0	0	0	0	110.09578	113.81744	0	0
cg14331765	599.59228	0	1517.45068	0	1044.38642	463.71435	117.66090	129.93763	0	995.02488	105.44074	481.52161	536.91275	131.13034	250.40691	0	1120.50525	110.09578	569.08718	487.44821	372.94878
cg14391978	0	0	0	0	0	0	0	0	0	0	0	120.38040	0	0	0	0	0	0	0	0	0
cg14857865	0	0	0	0	0	115.92859	117.66090	0	0	0	0	0	0	0	125.20346	0	0	0	0	0	0
cg14900145	119.91846	114.61318	284.52200	0	104.43864	463.71435	0	129.93763	130.53126	331.67496	210.88148	120.38040	671.14094	131.13034	0	506.39321	101.86411	110.09578	227.63487	121.86205	124.31626
cg15074930	0	0	0	100.07005	0	0	0	0	0	221.11664	0	0	0	131.13034	0	0	0	0	0	0	0
cg15078203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg15252682	599.59228	573.06590	474.20334	400.28020	1148.82507	695.57153	1176.60901	779.62578	522.12505	221.11664	1265.28891	1083.42362	1208.05369	393.39103	751.22073	506.39321	407.45645	660.57470	682.90462	365.58616	870.21382
cg15409126	0	229.22636	0	200.14010	0	0	0	0	0	110.55832	0	120.38040	0	0	250.40691	0	0	110.09578	113.81744	243.72410	0
cg15781627	479.67382	114.61318	663.88467	0	522.19321	463.71435	470.64361	259.87526	0	995.02488	738.08520	722.28241	268.45638	262.26069	500.81382	126.59830	203.72823	330.28735	341.45231	121.86205	372.94878
cg15803972	0	0	0	0	0	0	0	0	0	221.11664	0	0	0	0	0	0	0	0	0	0	0
cg15822656	0	0	0	0	0	0	0	0	0	110.55832	0	0	0	0	0	126.59830	0	110.09578	0	0	0
cg15899242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg15907288	0	0	0	0	0	115.92859	0	129.93763	0	0	0	0	0	0	0	0	0	0	0	0	0
cg16110131	479.67382	0	189.68134	0	104.43864	0	0	129.93763	0	110.55832	0	0	0	0	0	0	0	0	113.81744	121.86205	0
cg16239717	13430.86701	10315.18625	14131.25948	4603.22226	13994.77807	13911.43056	7059.65408	13773.38877	8354.00078	13377.55666	4112.18895	13602.98543	10872.48322	7474.42958	13146.36284	8861.88125	13242.33473	4624.02290	13999.54473	13892.27395	10566.88215
cg16297799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg16375198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg16456182	0	0	189.68134	100.07005	104.43864	0	0	0	0	0	210.88148	0	0	0	0	0	0	0	0	121.86205	124.31626
cg16617297	119.91846	0	0	400.28020	0	0	235.32180	0	0	0	316.32223	240.76080	134.22819	0	250.40691	0	203.72823	330.28735	0	121.86205	0
cg16859420	0	0	189.68134	0	104.43864	0	0	0	0	0	0	240.76080	0	0	0	253.19661	101.86411	110.09578	113.81744	0	0
cg16912114	46768.19763	42521.48997	36039.45372	46132.29260	43759.79112	43705.07767	51417.81386	50935.55094	37984.59731	33830.84577	48924.50443	40327.43469	47382.55034	51534.22502	45448.85439	39372.07241	32392.78802	47781.56997	43819.71318	47160.61418	47115.86275
cg17159581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg17284119	0	114.61318	0	0	0	0	0	0	0	110.55832	0	120.38040	134.22819	131.13034	0	0	0	0	113.81744	0	124.31626
cg17334836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.86411	0	0	0	0
cg17383678	0	0	0	0	0	0	0	0	130.53126	0	0	120.38040	0	0	0	0	101.86411	0	0	0	0
cg17608044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.09578	0	0	0
cg17632590	0	0	0	0	0	0	0	129.93763	0	0	0	0	0	0	0	0	0	0	0	0	0
cg17654094	0	0	94.84067	0	0	0	0	0	0	0	0	0	0	0	0	126.59830	0	0	0	0	124.31626
cg17730039	119.91846	0	0	100.07005	104.43864	347.78576	0	0	0	221.11664	210.88148	120.38040	134.22819	262.26069	0	0	101.86411	110.09578	0	121.86205	248.63252
cg17732216	0	0	94.84067	0	0	0	0	0	0	0	105.44074	0	0	0	0	0	0	0	0	0	124.31626
cg17819732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg17960012	3117.87984	3209.16905	2181.33536	2801.96137	2506.52742	2782.28611	2235.55712	3638.25364	4177.00039	1658.37479	1792.49262	2407.60804	2416.10738	2884.86756	2003.25529	2531.96607	1426.09759	2091.81988	2959.25336	3046.55130	1491.79513
cg18026754	0	114.61318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg18066182	0	0	0	0	104.43864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg18281910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg18295201	0	0	94.84067	0	104.43864	0	0	0	0	0	0	0	0	0	0	0	0	0	113.81744	0	0
cg18312118	239.83691	0	94.84067	0	835.50914	347.78576	352.98270	389.81289	0	442.23328	105.44074	240.76080	402.68456	262.26069	500.81382	0	101.86411	0	0	243.72410	124.31626
cg18363294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg18385689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.81744	0	0
cg18425869	359.75537	0	474.20334	100.07005	522.19321	347.78576	352.98270	129.93763	0	663.34992	105.44074	481.52161	268.45638	131.13034	500.81382	0	305.59234	0	113.81744	243.72410	248.63252
cg18488651	5516.24895	5386.81948	5785.28073	5503.85270	9921.67102	8926.50128	8236.26309	9875.25988	4177.00039	7739.08237	5904.68157	9510.05176	8456.37584	7212.16890	8764.24189	4684.13723	6723.03148	5394.69338	8991.57751	6458.68876	5967.18051
cg18512336	1199.18455	1031.51862	1422.61002	1400.98069	2402.08877	2086.71458	1058.94811	909.56341	1305.31262	995.02488	1265.28891	1685.32563	1073.82550	786.78206	1001.62764	2278.76946	814.91291	1981.72410	910.53949	1096.75847	1864.74391
cg18842353	119.91846	0	0	0	104.43864	115.92859	0	0	0	0	0	0	0	262.26069	0	0	101.86411	0	0	0	124.31626
cg18881962	0	0	0	0	0	0	0	0	0	0	0	0	0	131.13034	0	0	0	0	113.81744	0	0
cg18962915	17867.84986	8710.60172	4457.51138	6304.41309	11174.93473	12172.50174	8236.26309	16502.07900	10181.43845	4201.21614	5482.91860	11556.51860	14228.18792	9441.38474	15274.82159	11520.44563	4278.29276	6605.74700	11495.56112	15598.34268	12680.25858
cg18986305	479.67382	114.61318	948.40668	600.42029	313.31593	231.85718	235.32180	649.68815	0	1216.14151	316.32223	722.28241	268.45638	393.39103	0	0	509.32057	110.09578	910.53949	243.72410	497.26504
cg19055394	36455.21046	35415.47278	42773.14112	26918.84319	42402.08877	38488.29121	38592.77562	49116.42412	40856.28508	50304.03538	32264.86714	44540.74877	39731.54362	41699.44925	39814.69889	41777.44018	48283.58969	33579.21392	48144.77578	37289.78796	36300.34809
cg19361800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cg19441779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
